id,name,description
215409,思勰投资光大尊享八号私募证券投资基金,这是一个基金产品
215410,中信期货工银量化宏观配置资产管理计划,这是一个基金产品
215411,掌廷一号私募投资基金,这是一个基金产品
215412,安恒德泰恒先1号私募证券投资基金,这是一个基金产品
215413,工银量化恒盛精选D类十一期证券投资集合资金信托计划,这是一个基金产品
215414,德邦鑫星价值灵活配置混合型证券投资基金,这是一个基金产品
215415,源圆夏至1号私募证券投资基金,这是一个基金产品
215416,鹏华价值优势股票型基金,这是一个基金产品
215417,金鹰元丰保本混合型证券投资基金,这是一个基金产品
215418,Financial Holdings Ltd,这是一个基金产品
215419,融通基金—光大银行—陕西省信托—陕国投·盛唐25号定向投资集合资金信托计划,这是一个基金产品
215420,吉林信托·锡业股份定向增发2号集合资金信托,这是一个基金产品
215421,博时科创主题3年封闭运作灵活配置混合型证券投资基金,这是一个基金产品
215422,万葵聚富湾128号家族私募证券投资基金,这是一个基金产品
215423,国投瑞银锐意改革灵活配臵混合型证券投资基金,这是一个基金产品
215424,信睿1号资产管理计划,这是一个基金产品
215425,国泰成长优选混合型证券投资基金,这是一个基金产品
215426,玖金优选组合长鲸1号私募证券投资基金,这是一个基金产品
215427,方正东亚·锦绣3号单一资金信托,这是一个基金产品
215428,新阳私募证券投资基金,这是一个基金产品
215429,惠秀盈余八号混合私募证券投资基金,这是一个基金产品
215430,中山证券金砖1号主题精选集合资产管理计划,这是一个基金产品
215431,国鑫九号证券投资集合资金信托计划,这是一个基金产品
215432,润石4号证券投资基金,这是一个基金产品
215433,瑞银卢森堡投资 SICAV,这是一个基金产品
215434,创金合信基金—招商银行—六一八基金定鑫9号资产管理计划,这是一个基金产品
215435,国泰君安君得鑫两年持有期混合型集合资产管理计划,这是一个基金产品
215436,安信基金易德资本1号资产管理计划,这是一个基金产品
215437,中国人寿委托南方基金混合型组合,这是一个基金产品
215438,光大保德信量化核心证券投资,这是一个基金产品
215439,载德8号私募证券投资基金,这是一个基金产品
215440,玄元科新107号私募证券投资基金,这是一个基金产品
215441,汇蔚瑞城安盈1号私募证券投资基金,这是一个基金产品
215442,社保基金1903组合,这是一个基金产品
215443,荣俊2号私募投资基金,这是一个基金产品
215444,前海开源战略7号资产管理计划,这是一个基金产品
215445,华泰柏瑞沪深300交易型开放式指数证券投资基金,这是一个基金产品
215446,浙江维康药业股份有限公司回购专用证券账户,这是一个基金产品
215447,浙江中贝九洲集团有限公司非公开发行2019年可交换公司债券(第二期)质押专户,这是一个基金产品
215448,兴银智选消费混合型证券投资基金,这是一个基金产品
215449,方大锦化化工科技股份有限公司,这是一个基金产品
215450,君宜共贵私募证券投资基金,这是一个基金产品
215451,19小康EB担保及信托财产专户,这是一个基金产品
215452,新华信托·磐石12号证券投资集合资金信托计划,这是一个基金产品
215453,鑫睿2号单一资金信托,这是一个基金产品
215454,兴全浦金集合资产管理计划,这是一个基金产品
215455,钱塘盛世证券投资集合资金信托,这是一个基金产品
215456,中和资本华峰氨纶定增1号资产管理计划,这是一个基金产品
215457,海富通睿智定增二号资产管理计划,这是一个基金产品
215458,锦绣509私募投资基金,这是一个基金产品
215459,“辉煌”178号单一资金信托,这是一个基金产品
215460,中国建设银行—东方龙混合型开放式证券投资基金,这是一个基金产品
215461,社保基金1805组合,这是一个基金产品
215462,迎水和谐8号私募证券投资基金,这是一个基金产品
215463,鸿基天成一号单一资金信托,这是一个基金产品
215464,华采创富私募证券投资基金,这是一个基金产品
215465,鑫龙83号特定多客户资产管理计划,这是一个基金产品
215466,"JPMORGANCHASE BANK,NATIONAL ASSOCIATION",这是一个基金产品
215467,融投通达富6号私募证券投资基金,这是一个基金产品
215468,财通基金发展资产1号单一资产管理计划,这是一个基金产品
215469," GOLDMAN,SACHS&CO.",这是一个基金产品
215470,广发金管家新型高成长集合资产管理计划,这是一个基金产品
215471,成长1号证券投资单一资金信托,这是一个基金产品
215472,一零组合,这是一个基金产品
215473,华夏创业板指数增强型证券投资基金,这是一个基金产品
215474,华西证券金网5号集合资产管理计划,这是一个基金产品
215475,润金22号集合资金信托计划,这是一个基金产品
215476,云天汇1号基金,这是一个基金产品
215477,华富基金稳健成长108号定向增发资产管理计划,这是一个基金产品
215478,锦珏三号结构化证券投资集合资金信托计划,这是一个基金产品
215479,兴业证券金麒麟5号集合资产管理计划,这是一个基金产品
215480,江苏澳洋顺昌股份有限公司第一期员工持股计划,这是一个基金产品
215481,四川海特高新技术股份有限公司回购专用证券账户,这是一个基金产品
215482,东方阿尔法医疗健康混合型发起式证券投资基金,这是一个基金产品
215483,民生加银万思定增宝8号资产管理计划,这是一个基金产品
215484,陕国投·聚宝盆5号证券投资集合资金信托计划,这是一个基金产品
215485,展博多策略1号基金,这是一个基金产品
215486,长城积极增利债券型证券投资基金,这是一个基金产品
215487,华润信托·景睿6号单一资金信托,这是一个基金产品
215488,磐沣嘉利私募证券投资基金,这是一个基金产品
215489,重阳战略同智基金,这是一个基金产品
215490,小水长流1号私募证券投资基金,这是一个基金产品
215491,恒瑞价值精选三号私募证券投资基金,这是一个基金产品
215492,迎水文龙私募证券投资基金,这是一个基金产品
215493,金石期货一新疆生产建设兵团投资有限责任公司一金石期货兵投1号单一资产管理计划,这是一个基金产品
215494,汇丰晋信中小盘低波动策略股票型证券投资基金,这是一个基金产品
215495,金龙122号单一资产管理计划,这是一个基金产品
215496,武汉众邦资产定增2号证券投资基金,这是一个基金产品
215497,汇安优势企业精选混合型证券投资基金,这是一个基金产品
215498,海子丰铄六号私募证券投资基金,这是一个基金产品
215499,鹏华弘润灵活配置混合型证券投资基金,这是一个基金产品
215500,励石万琰7号资产管理计划,这是一个基金产品
215501,风格汇量化1号私募证券投资基金,这是一个基金产品
215502,交通银行—湘财荷银风险预算混合型开放式证券投资基金,这是一个基金产品
215503,厦门金达威集团股份有限公司回购专用证券账户,这是一个基金产品
215504,U.S.REAL ESTATE INDEX FUND A SERIES OF VANGUARD INTERNATION,这是一个基金产品
215505,天首分层1号证券投资集合资金信托,这是一个基金产品
215506,海通稳健成长集合资产管理计划,这是一个基金产品
215507,浙商资管聚金鼎瑞1号单一资产管理计划,这是一个基金产品
215508,大藏友芾三号私募证券投资基金,这是一个基金产品
215509,安信乾盛光华上智2号专项资产管理计划,这是一个基金产品
215510,平安信托平安财富·创赢一期22号集合资金信托计划,这是一个基金产品
215511,久铭稳健17号私募证券投资基金,这是一个基金产品
215512,迎水聚宝12号私募证券投资基金,这是一个基金产品
215513,中海信托IPO 稳定收益信托计划(8),这是一个基金产品
215514,新三板2期基金,这是一个基金产品
215515,LEHMAN BROTHERS INTERNATIONAL (EUROPE),这是一个基金产品
